"","name","address","city","url"
"120","New Life Global Development","3323 Marengo Avenue","Altadena , CA 91001","https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=15616"
"155","Via Esperanza","626 N Pauline St","Anaheim, CA 92805","https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=15269"
"162","Salvation Army Anaheim Emergency Shelter","1300 S Lewis St","Anaheim, CA 92805","https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=15728"
"164","Santa Ana Lakewood Housing Coalition","2400 Katella Ave","Anaheim, CA 92806","https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=15802"
"218","Don Brown Shelter","1401 West 4th Street","Antioch, CA 94509","https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7879"
"256","Arcata House","1005 11th Street","Arcata, CA 95521","https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=14203"
"263","ECHO (El Camino Homeless Organization)","6370 Atascadero Ave.","Atascadero, CA 93422","https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=20427"
"264","Auburn Temporary Homeless Shelter","11442 E Street","Auburn, CA 95603","https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=14389"
"271","The Mission At Kern County","816 E. 21st Street","Bakersfield, CA 93305","https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=11782"
"272","Bakersfield Homeless Center","1600 East Truxtun Ave","Bakersfield, CA 93305","https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=9622"
"273","Transitional Housing Center Bakersfield","100 & 102 Plymouth Ave","Bakersfield, CA 93308","https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=14588"
"274","California Veterans Assistance  Bakersfield","731 Decatur Street","Bakersfield, CA 93308","https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=14589"
"281","New Hope Village Inc","100 West Fredricks Street","Barstow, CA 92311","https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7800"
"282","Haley House","P.O. Box 1781","Barstow, CA 92311","https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7548"
"86","Love","2279 Willow Pass Road","Bay Point, CA 94565","https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7717"
"106","Bell Shelter","5600 Rickenbacker Rd","Bell, CA 90201","https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=13787"
"142","At The Fountain Transitional Living INC","9556 Flower St.#8","Bellflower, CA 90706","https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=13439"
"24","Berkeley Food and Housing, North County Women's Shelter","2140 Dwight Way","Berkeley, CA 94701","https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=15341"
"26","Women's Daytime Drop","2218 Acton Street","Berkeley, CA 94702","https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=15724"
"22","Berkeley Food and Housing Project","1901 Fairview St","Berkeley, CA 94704","https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7174"
"25","Berkeley Food and Housing Men's Housing Program","2140 Dwight Way","Berkeley, CA 94704","https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7153"
"32","Harrison House","711 Harrison","Berkeley, CA 94710","https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=15759"
"219","Shepherd's Gate","605 Sycamore Dr","Brentwood, CA 94513","https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=8039"
"146","First Southern Baptist","6801 Western Ave","Buena Park, CA 90621","https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=15052"
"141","Family Promise of the Verdugos","PO BOX 1370","Burbank, CA 91507","https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=10874"
"60","HOME & HOPE Homeless Assistance","1720 El Camino Real Suite 7","Burlingame, CA 94010","https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=11581"
"63","Shelter Network","1450 Chapin Avenue, 2nd. Floor","Burlingame, CA 94010","https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=11688"
"303","Our Lady of Guadalupe Men's Shelter","545 Encinas Avenue","Calexico, CA 92231","https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=11342"
"304","Calexico Housing Authority Transitional Homeless Housing","1006 East Fifth St","Calexico, CA 92231","https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=11343"
"17","Family Promise of Santa Clarita Valley","18565 Soledad Canyon Road #133","Canyon Country, CA 91351","https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=11733"
"313","La Posada de Guadalupe Shelter","2476 Impala Dr,","Carlsbad, CA 90101","https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=11341"
"340","Jesus Center","1297 Park Ave","Chico, CA 95928","https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=9661"
"341","Torres Community Shelter","101 Silver Dollar Way","Chico, CA 95928","https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=9774"
"342","Esplanade House","181 E Shasta Ave","Chico, CA 95973","https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=20333"
"190","South Bay Community Services","430 F Street","Chula Vista, CA 91910","https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=11344"
"328","Wallace House","126 North Main Street","Cloverdale, CA 95425","https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=12738"
"137","Jordan's Transitional Shelter","1616 E. Pine St.","Compton, CA 90221","https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=9732"
"143","Saving People of Tomorrow","1806 E ALONDRA","Compton, CA 90221","https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=20412"
"144","At The Fountain Transitional Living","2515 N. SANTA FE AVENUE","COMPTON, CA 90221","https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=13152"
"68","STAND Domestic Violence","1410 Danzig Plaza, Suite 200","Concord, CA 94520","https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=13127"
"69","Anka Behavioral Health","1850 Gateway Blvd","Concord, CA 94520","https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7125"
"71","SIPS","1849 Willow Pass Road suite 205","Concord, CA 94520","https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7935"
"76","Central County Interim Housing Program","2047 Arnold Industrial Way","Concord, CA 94520","https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7265"
"72","Nierika House","1959 Solano Way","Concord, CA 94522","https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7812"
"209","Corona Norco Rescue Mission","420 W Harrison St","Corona, CA 92880","https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=9659"
"208","Settlement House","507 S. Vicentia Ave","Corona, CA 92882","https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=14877"
"56","Daly City Community Service Center","50 Hillcrest Dr.","Daly City, CA 94025","https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=8031"
"148","St. Anne's Service Intensive Transitional Home","1142 S. Diamond Bar Blvd # 146","Diamond Bar, CA 91765","https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=15536"
"353","Open Gate Ministries Family Shelter","511 North K Street","Dinuba, CA 93618","https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=13770"
"130","Ollie house","8017 Cheyenne","Downey, CA 90242","https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=14260"
"127","Union Station Homeless Services","1755 E Huntington Dr, Ste 103","Duarte, CA 91010","https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=14733"
"79","WeHOPE Shelter","1858 Bay Road","East Palo Alto, CA 94303","https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=15016"
"80","El Concillo","1798 Bay Road","East Palo Alto, CA 94303","https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=12144"
"184","East County Transitional Living Center","1527 E Main St.","El Cajon, CA 92021","https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=11776"
"81","Coastside Opportunity Center","99 Avenue Alhambra","El Granada, CA 94018","https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7327"
"102","Volunteers of America Homeless Support Services","4501 Santa Anita Ave","El Monte, CA 91731","https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=11237"
"21","Operation Dignity","3850 San Pablo Ave #102","Emeryville, CA 94608","https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7839"
"199","New Resolve Residential Program Transitional Substance Abuse Program","1207 South Escondido Boulevard","Escondido, CA 92025","https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=11351"
"200","Hidden Valley House","not disclosed","Escondido, CA 92025","https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=14641"
"201","Inland Service Center","550 West Washington Ave","Escondido, CA 92025","https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=11339"
"202","Tikkun Home Temporary Emergency Shelter Women","550 West Washington Ave, Ste B","Escondido, CA 92025","https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=11346"
"203","Escondido Family Services Salvation Army","1301 Las Villas Way","Escondido, CA 92026","https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=11345"
"257","Eureka Mission Men's Emergency Overnight Shelter","110 2nd Street","Eureka, CA 95501","https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=14204"
"258","Women and Children's Emergency Overnight Shelter","107 3rd St.","Eureka, CA 95501","https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=14205"
"259","YSB Our House Shelter","904 G Street","Eureka, CA 95501","https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=11845"
"221","Mission Solano Rescue Mission, Inc","310 Beck Ave","Fairfield , CA 94533","https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=12212"
"365","Hospitality House","P.O. Box 2168","Fort Bragg, CA 95437","https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=12998"
"78","Safe Alternatives To Violent Environments","1900 Mowry Ave. Suite 201","Fremont, CA 94538","https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=8027"
"87","Sunrise Village Emergency Shelter","588 Brown Rd","Fremont, CA 94539","https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=14596"
"348","Evangel Home","137 N. Yosemite","Fresno, CA 93701","https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=10536"
"349","Poverello House","412 F St","Fresno, CA 93706","https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=11781"
"351","Holy Cross Center","421 F St","Fresno, CA 93706","https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=20421"
"352","Fresno Rescue Mission","263 G Street","Fresno, CA 93706","https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=10535"
"346","Sanctuary Transitional Shelter","1046 T Street","Fresno, CA 93721","https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=20422"
"347","Decision Home of Fresno","805 N. Echo Ave","Fresno, CA 93728","https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=12946"
"350","Naomi's House","445 F St #3410","Fresno, CA 93777","https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=10534"
"147","First Christian Church Hot Meal Program","115 E. Wilshire Ave","Fullerton, CA 92832","https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=15265"
"145","Santa Ana Armory Cold Weather Shelter","612 E Warner","Fullerton, CA 92833","https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=15271"
"163","Thomas House Family Shelter","P.O. Box 2737","Garden Grove, CA 92842","https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=15256"
"239","La Isla Pacifica Shelter For Women and Children","6980 Chestnut Street","Gilroy, CA 95020","https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7688"
"123","Nancy Painter Home Transitional Housing For Women","609 Chester St","Glendale, CA 91203","https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=13320"
"116","Ascencia","437 Fernando Court","Glendale, CA 91204","https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=13318"
